time,subj_course_id,sec_code,sec_id,prof,available,waitlist,total,enrolled_ct
1696936540274,BILD 3,C04,279486,Butler; Shannon Rhey,0,1,72,72
1696936540274,BILD 3,D01,250815,Hammond; LaTisha Marie,0,4,75,75
1696936540274,BILD 3,D02,279433,Hammond; LaTisha Marie,0,3,75,75
1696936540274,BILD 3,D03,279434,Hammond; LaTisha Marie,0,6,75,75
1696936540274,BILD 3,D04,279435,Hammond; LaTisha Marie,1,2,75,74
1696936540706,BILD 4,A01,250832,Reuther; Keefe,0,1,0,24
1696936540706,BILD 4,A02,250833,Reuther; Keefe,0,4,0,23
1696936540706,BILD 4,A03,250842,Reuther; Keefe,0,0,0,24
1696936540706,BILD 4,A04,250853,Reuther; Keefe,0,1,0,24
1696936540706,BILD 4,A05,250863,Reuther; Keefe,0,2,0,24
1696936540706,BILD 4,A06,250868,Reuther; Keefe,0,1,0,24
1696936540706,BILD 4,A07,250869,Reuther; Keefe,0,1,0,24
1696936540706,BILD 4,A08,250877,Reuther; Keefe,0,2,0,24
1696936540706,BILD 4,B01,250879,Lo; Stanley M.,0,3,0,24
1696936540706,BILD 4,B02,250882,Lo; Stanley M.,0,0,0,24
1696936540706,BILD 4,B03,250883,Lo; Stanley M.,0,1,0,24
1696936540706,BILD 4,B04,250896,Lo; Stanley M.,0,2,0,23
1696936540706,BILD 4,B05,250897,Lo; Stanley M.,0,1,0,24
1696936540706,BILD 4,B06,250898,Lo; Stanley M.,0,3,0,24
1696936540706,BILD 4,B07,250899,Lo; Stanley M.,0,1,0,24
1696936540706,BILD 4,B08,250904,Lo; Stanley M.,0,0,0,23
1696936540706,BILD 4,B09,250905,Lo; Stanley M.,0,2,0,24
1696936540706,BILD 4,B10,250928,Lo; Stanley M.,0,1,0,24
1696936540706,BILD 4,B11,250929,Lo; Stanley M.,0,3,0,24
1696936540706,BILD 4,B12,250930,Lo; Stanley M.,0,1,0,24
1696936540706,BILD 4,B13,250931,Lo; Stanley M.,0,2,0,23
1696936540706,BILD 4,B14,250940,Lo; Stanley M.,0,2,0,24
1696936540706,BILD 4,B15,250941,Lo; Stanley M.,0,1,0,24
1696936540706,BILD 4,B16,250945,Lo; Stanley M.,0,3,0,24
1696936540706,BILD 4,D01,251054,Pickett; Brooke Elizabeth,0,1,0,24
1696936540706,BILD 4,D02,251055,Pickett; Brooke Elizabeth,0,3,0,24
1696936540706,BILD 4,D03,251065,Pickett; Brooke Elizabeth,0,1,0,24
1696936540706,BILD 4,D04,251107,Pickett; Brooke Elizabeth,0,2,0,24
1696936540706,BILD 4,D05,251109,Pickett; Brooke Elizabeth,0,1,0,24
1696936540706,BILD 4,D06,251227,Pickett; Brooke Elizabeth,0,3,0,23
1696936540706,BILD 4,D07,251228,Pickett; Brooke Elizabeth,0,3,0,24
1696936540706,BILD 4,D08,251231,Pickett; Brooke Elizabeth,0,0,0,24
1696936541130,BILD 5,A01,251235,Reuther; Keefe,5,0,64,59
1696936541559,BILD 10,A01,251347,Gustafson-Brown; Cindy,71,0,216,145
1696936541993,BILD 20,A01,277346,Rana; Brinda Kanti,2,0,150,148
1696936542419,BILD 32,A01,251356,Burg; Michael,0,3,250,250
1696936543272,BILD 70,A00,276363,Pogliano; Joseph,0,0,0,30
1696936543701,BILD 80,A00,251463,Pogliano; Joseph,13,0,75,62
1696936544126,BILD 84R,A00,251524,Pogliano; Joseph,22,0,150,128
1696936544554,BILD 87,A00,285657,Saier; Milton H.,0,1,20,20
1696936544554,BILD 87,B00,285658,Saier; Milton H.,0,0,20,20
1696936544982,BILD 99,001,352292,Gage; Fred H,9998,0,9999,1
1696936544982,BILD 99,002,354530,Cherqui; Stephanie,9998,0,9999,1
1696936544982,BILD 99,003,355136,Hui; Enfu,9998,0,9999,1
1696936545406,BIMM 100,A01,251691,Lykke-Andersen; Jens,79,0,319,240
1696936545406,BIMM 100,B01,251693,Pruneda-Paz; Jose L.,0,5,348,348
1696936545834,BIMM 101,A01,251695,Day; Christopher D,0,1,0,24
1696936545834,BIMM 101,A02,251715,Day; Christopher D,0,1,0,24
1696936545834,BIMM 101,A03,251716,Day; Christopher D,0,0,0,25
1696936545834,BIMM 101,A04,251723,Day; Christopher D,0,1,0,25
1696936545834,BIMM 101,C01,251730,Grossman; Emily N,0,0,0,25
1696936545834,BIMM 101,C02,251736,Grossman; Emily N,0,0,0,23
1696936545834,BIMM 101,D01,251743,Rusert; Jessica Marie,0,0,0,23
1696936545834,BIMM 101,D02,251744,Rusert; Jessica Marie,0,1,0,23
1696936545834,BIMM 101,D03,251747,Rusert; Jessica Marie,0,0,0,23
1696936545834,BIMM 101,D04,251750,Rusert; Jessica Marie,0,0,0,23
1696936545834,BIMM 101,E01,251773,McDonnell; Lisa Marie,0,0,0,24
1696936545834,BIMM 101,E02,251776,McDonnell; Lisa Marie,0,2,0,20
1696936546261,BIMM 110,A01,251800,Tour; Ella,15,0,216,201
1696936546687,BIMM 120,A01,251864,Gustafson-Brown; Cindy,117,0,250,133
1696936547117,BIMM 121,A01,251925,Petrie; Katherine Lynn,0,1,0,25
1696936547117,BIMM 121,A02,252045,Petrie; Katherine Lynn,0,1,0,24
1696936547117,BIMM 121,B01,252047,Pickett; Brooke Elizabeth,0,0,0,24
1696936547117,BIMM 121,B02,252048,Pickett; Brooke Elizabeth,0,2,0,24
1696936547117,BIMM 121,C01,252122,Pirino; Giorgia,0,1,0,23
1696936547117,BIMM 121,C02,252123,Pirino; Giorgia,0,1,0,22
1696936547117,BIMM 121,C03,252124,Pirino; Giorgia,0,1,0,22
1696936547117,BIMM 121,C04,252125,Pirino; Giorgia,0,0,0,24
1696936547546,BIMM 122,A01,252127,Russell; Alistair B,3,0,175,172
1696936547976,BIMM 143,A01,252135,Grant; Barry J,0,6,0,39
1696936547976,BIMM 143,B01,252137,Bozinovic; Goran,0,2,0,41
1696936548403,BIMM 194,A00,279722,Karlseder; Jan & Saghatelian; Alan,0,2,40,40
1696936548403,BIMM 194,B00,252138,Golden; James W,0,0,27,27
1696936548403,BIMM 194,D00,252139,Golden; Susan S.,6,0,40,34
1696936548403,BIMM 194,E00,252140,Allen; Eric,0,0,27,27
1696936548403,BIMM 194,F00,252159,Mayfield; Stephen P.,3,0,27,24
1696936548829,BIOM 200A,A00,216979,Sunahara; Roger Ken & Gordts; Philip,3,0,35,32
1696936549255,BIOM 200B,A00,217033,Sunahara; Roger Ken & Gordts; Philip,3,0,35,32
1696936549685,BIOM 201,A00,217040,Daneman; Richard,1,0,39,38
1696936549685,BIOM 201,B00,217044,Staff,35,0,35,0
1696936550115,BIOM 202,A01,217070,Corbett; Kevin Daniel,5,0,30,25
1696936550115,BIOM 202,B00,217094,Staff,29,0,35,6
1696936550115,BIOM 202,C50,217135,Staff,10,0,10,0
1696936550541,BIOM 203A,A00,217139,Corbett; Kevin Daniel,3,0,35,32
1696936550966,BIOM 218,A00,217152,Gagneux; Pascal,3,0,12,9
1696936551390,BIOM 231,A00,254284,Schoeneberg; Johannes,0,0,0,0
1696936551818,BIOM 242,A00,351787,Hamilton; Bruce Alan,0,0,20,20
1696936552245,BIOM 246,A00,300925,Gordts; Philip & Varki; Ajit P & Lewis; Amanda Lark & Godula; Kamil & Gagneux; Pascal & Esko; Jeffrey D. & Bode; Lars,0,0,0,0
1696936552674,BIOM 293,A00,217172,Gustafsson; Asa Birgitta,8,0,35,27
1696936553104,BIOM 294,A00,217182,Miyamoto; Shigeki,0,0,0,0
1696936553530,BIOM 295,A00,217193,Brown; Joan Heller,0,1,0,0
1696936553956,BIOM 296,A00,217195,Staff,6,0,35,29
1696936554389,BIPN 100,A01,252173,Cooke; James Edward,0,3,300,300
1696936554389,BIPN 100,B01,300512,Maita; Isabella Vincenza,151,0,277,126
1696936554389,BIPN 100,C01,252212,Reyes Gonzalez; Catalina,3,0,250,247
1696936554816,BIPN 102,A01,252220,Reyes Gonzalez; Catalina,1,0,242,241
1696936555243,BIPN 105,A01,252224,Armour; Jon Christopher,0,3,0,20
1696936555243,BIPN 105,A02,252229,Armour; Jon Christopher,0,1,0,21
1696936555243,BIPN 105,A03,252230,Armour; Jon Christopher,0,0,0,19
1696936555243,BIPN 105,A04,252231,Armour; Jon Christopher,0,1,0,22
1696936555675,BIPN 140,A01,252233,Owens; Melinda Tsao-Ying,7,1,216,209
1696936556104,BIPN 145,A01,252235,Marino; Marc J,0,0,0,27
1696936556104,BIPN 145,A02,252236,Marino; Marc J,0,0,0,29
1696936556104,BIPN 145,B01,252238,Juavinett; Ashley Lauren,0,0,0,41
1696936556527,BIPN 150,A01,252240,Zou; Yimin,1,0,175,174
1696936556952,BIPN 189,A00,252241,Gentner; Tim,0,11,31,31
1696936557376,BIPN 194,A00,252242,Pekkurnaz Banghart; Gulcin,8,0,27,19
1696936557805,BISP 182,A00,252243,Pogliano; Joseph,9991,0,9999,8
1696936558237,BISP 193,001,290678,Cooke; James Edward,9998,0,9999,1
1696936558237,BISP 193,002,352920,Tour; Ella,9998,0,9999,1
1696936558237,BISP 193,003,353782,Lo; Stanley M.,9996,0,9999,3
1696936558663,BISP 194,A00,252244,Wertheim; Joel Okrent,1,0,30,29
1696936558663,BISP 194,B00,252245,Muroyama; Andrew David,11,0,40,29
1696936559107,BISP 196,001,362950,Skorobogatko; Yuliya,9998,0,9999,1
1696936559107,BISP 196,002,362954,Ideker; Trey,9997,0,9999,2
1696936559107,BISP 196,003,362955,Carlin; Aaron Foster,9998,0,9999,1
1696936559107,BISP 196,004,362958,Pruneda-Paz; Jose L.,9997,0,9999,2
1696936559107,BISP 196,005,362990,Law; Julie A,9998,0,9999,1
1696936559107,BISP 196,006,362991,Zheng; Binhai,9998,0,9999,1
1696936559107,BISP 196,007,362996,Crotty Alexander; Laura E,9998,0,9999,1
1696936559107,BISP 196,008,363008,Daneman; Richard,9998,0,9999,1
1696936559107,BISP 196,009,363041,Muroyama; Andrew David,9998,0,9999,1
1696936559107,BISP 196,010,363042,Kaech; Susan Michelle,9998,0,9999,1
1696936559107,BISP 196,011,363043,Lu; Pengzhe,9998,0,9999,1
1696936559107,BISP 196,012,363044,Zou; Yimin,9998,0,9999,1
1696936559107,BISP 196,013,363053,Wahlin; Karl Jonas,9997,0,9999,2
1696936559107,BISP 196,014,363054,Augustine; Vineet,9998,0,9999,1
1696936559107,BISP 196,015,363055,Leutgeb; Stefan,9999,0,9999,0
1696936559107,BISP 196,016,363056,Gleeson; Joseph Gerard,9998,0,9999,1
1696936559107,BISP 196,017,363066,Hui; Enfu,9998,0,9999,1
1696936559107,BISP 196,018,363089,Castle; Michael James,9998,0,9999,1
1696936559107,BISP 196,019,363090,Zhang; Dong-Er,9998,0,9999,1
1696936559107,BISP 196,020,363091,Allen; Nicola J,9998,0,9999,1
1696936559107,BISP 196,021,363168,Wahlin; Karl Jonas,9999,0,9999,0
1696936559107,BISP 196,022,363169,Abdel-Azim; Eiman,9998,0,9999,1
1696936559107,BISP 196,023,363275,Jiang; Qingfei,9998,0,9999,1
1696936559107,BISP 196,024,363276,Webster; Nicholas J G,9998,0,9999,1
1696936559107,BISP 196,025,363277,Ernst; Andreas,9998,0,9999,1
1696936559107,BISP 196,026,363280,Lim; Byungkook,9998,0,9999,1
1696936559107,BISP 196,027,363281,Yeo; Eugene Wei-Ming,9998,0,9999,1
1696936559107,BISP 196,028,363282,Saltiel; Alan,9998,0,9999,1
1696936559107,BISP 196,029,363283,Goren; Alon M,9998,0,9999,1
1696936559107,BISP 196,030,363284,Kristan; William B.,9998,0,9999,1
1696936559107,BISP 196,031,363287,Wortham; Matthew J,9998,0,9999,1
1696936559107,BISP 196,032,363288,Karin; Michael,9998,0,9999,1
1696936559107,BISP 196,033,363289,Holway; David A.,9998,0,9999,1
1696936559532,BISP 197,001,347277,De Guglielmo; Giordano,9998,0,9999,1
1696936559532,BISP 197,002,347281,Wilhelm; James E.,9967,0,9999,32
1696936559532,BISP 197,003,355386,Zuniga; Elina I,9998,0,9999,1
1696936559532,BISP 197,004,363171,McKay; Dianne B.,9998,0,9999,1
1696936559957,BNFO 281,A00,210124,Gaasterland; Theresa,957,0,999,42
1696936560383,BNFO 283,A00,210125,Benner; Christopher William & Sebat; Lilia Mikhailovna & Chavez; Lukas,12,0,60,48
1696936560811,BNFO 294,A01,210127,Staff,991,0,999,8
1696936561263,CAT 1,A01,217748,Algaze; Guillermo,0,1,16,16
1696936561263,CAT 1,A02,217749,Algaze; Guillermo,0,0,16,16
1696936561263,CAT 1,A03,217752,Algaze; Guillermo,0,0,16,16
1696936561263,CAT 1,A04,217755,Algaze; Guillermo,0,0,16,16
1696936561263,CAT 1,A05,217757,Algaze; Guillermo,0,0,16,16
1696936561263,CAT 1,A06,217758,Algaze; Guillermo,0,0,16,16
1696936561263,CAT 1,A07,217759,Algaze; Guillermo,0,0,16,16
1696936561263,CAT 1,A08,217767,Algaze; Guillermo,0,0,16,16
1696936561263,CAT 1,A09,217775,Algaze; Guillermo,0,0,16,16
1696936561263,CAT 1,A10,217776,Algaze; Guillermo,0,0,16,16
1696936561263,CAT 1,A11,217777,Algaze; Guillermo,0,1,16,16
1696936561263,CAT 1,A12,217778,Algaze; Guillermo,0,0,16,16
1696936561263,CAT 1,A13,217779,Algaze; Guillermo,0,0,16,16
1696936561263,CAT 1,A14,217780,Algaze; Guillermo,0,0,16,16
1696936561263,CAT 1,B01,217782,Bronstein; Phoebe Malan,0,0,16,16
1696936561263,CAT 1,B02,217784,Bronstein; Phoebe Malan,0,0,16,16
1696936561263,CAT 1,B03,217791,Bronstein; Phoebe Malan,0,0,16,16
1696936561263,CAT 1,B04,217792,Bronstein; Phoebe Malan,0,1,16,16
1696936561263,CAT 1,B05,217796,Bronstein; Phoebe Malan,0,1,16,16
1696936561263,CAT 1,B06,217797,Bronstein; Phoebe Malan,0,0,16,16
1696936561263,CAT 1,B07,217880,Bronstein; Phoebe Malan,0,0,16,16
1696936561263,CAT 1,B08,217885,Bronstein; Phoebe Malan,0,0,16,16
1696936561263,CAT 1,B09,217886,Bronstein; Phoebe Malan,0,0,16,16
1696936561263,CAT 1,B10,217887,Bronstein; Phoebe Malan,0,1,16,16
1696936561263,CAT 1,B11,217888,Bronstein; Phoebe Malan,0,0,16,16
1696936561263,CAT 1,B12,217889,Bronstein; Phoebe Malan,0,0,16,16
1696936561263,CAT 1,B13,217890,Bronstein; Phoebe Malan,0,0,16,16
1696936561263,CAT 1,B14,217891,Bronstein; Phoebe Malan,0,1,16,16
1696936561263,CAT 1,B15,217892,Bronstein; Phoebe Malan,0,0,16,16
1696936561263,CAT 1,B16,217893,Bronstein; Phoebe Malan,0,0,16,16
1696936561263,CAT 1,C01,217895,Patterson; Patrick H.,0,0,16,16
1696936561263,CAT 1,C02,217896,Patterson; Patrick H.,0,0,16,16
1696936561263,CAT 1,C03,217897,Patterson; Patrick H.,0,2,16,16
1696936561263,CAT 1,C04,217898,Patterson; Patrick H.,0,1,16,16
1696936561263,CAT 1,C05,217899,Patterson; Patrick H.,0,0,16,16
1696936561263,CAT 1,C06,217912,Patterson; Patrick H.,0,0,16,16
1696936561263,CAT 1,C07,217913,Patterson; Patrick H.,0,0,16,16
1696936561263,CAT 1,C08,217916,Patterson; Patrick H.,0,0,16,16
1696936561263,CAT 1,C09,217918,Patterson; Patrick H.,0,0,16,16
1696936561263,CAT 1,C10,217921,Patterson; Patrick H.,0,0,16,16
1696936561263,CAT 1,C11,217924,Patterson; Patrick H.,0,0,16,16
1696936561263,CAT 1,C13,217927,Patterson; Patrick H.,0,0,16,16
1696936561263,CAT 1,C14,217946,Patterson; Patrick H.,0,1,16,16
1696936561263,CAT 1,C15,217948,Patterson; Patrick H.,0,0,16,16
1696936561263,CAT 1,C16,217950,Patterson; Patrick H.,0,0,16,16
1696936561263,CAT 1,C17,352919,Patterson; Patrick H.,0,0,16,17
1696936561263,CAT 1,D01,217982,Bigham; David Joseph,0,1,16,16
1696936561263,CAT 1,D02,217988,Bigham; David Joseph,0,1,16,16
1696936561263,CAT 1,D03,217989,Bigham; David Joseph,0,1,16,16
1696936561263,CAT 1,D04,217991,Bigham; David Joseph,0,1,16,16
1696936561263,CAT 1,D05,217992,Bigham; David Joseph,0,2,16,16
1696936561263,CAT 1,D06,217993,Bigham; David Joseph,0,0,16,16
1696936561263,CAT 1,D07,218016,Bigham; David Joseph,0,2,16,16
1696936561263,CAT 1,D08,218017,Bigham; David Joseph,0,1,16,16
1696936561263,CAT 1,D09,218041,Bigham; David Joseph,0,0,15,16
1696936561263,CAT 1,D10,218042,Bigham; David Joseph,0,0,16,16
1696936561263,CAT 1,D11,218057,Bigham; David Joseph,0,1,15,16
1696936561263,CAT 1,D12,218077,Bigham; David Joseph,0,1,16,16
1696936561692,CAT 90,A00,218090,Geibel; William,5,0,20,15
1696936562121,CAT 124,A01,218093,Knight; Amy,7,0,10,3
1696936562121,CAT 124,A02,290086,Knight; Amy,10,0,10,0
1696936562121,CAT 124,A03,290092,Knight; Amy,9,0,10,1
1696936562121,CAT 124,A04,290093,Knight; Amy,9,0,10,1
1696936562121,CAT 124,B01,218111,Rose; Becca Rae,3,0,15,12
1696936562556,CAT 125,A00,218112,Vanderschuit; Maya Alysia,1,0,20,19
1696936562556,CAT 125,B00,218113,Vanderschuit; Maya Alysia,0,3,20,20
1696936562556,CAT 125,C00,218117,Vanderschuit; Maya Alysia,0,1,20,20
1696936562556,CAT 125,D00,218119,Morales; Celeste Georgianna,0,0,20,20
1696936562556,CAT 125,E00,218122,Morales; Celeste Georgianna,0,0,20,20
1696936562556,CAT 125,F00,218123,Morales; Celeste Georgianna,0,0,20,20
1696936562556,CAT 125,G00,218228,Rose; Becca Rae,0,2,20,20
1696936562556,CAT 125,H00,218229,Rose; Becca Rae,0,0,20,20
1696936562556,CAT 125,I00,218230,Marchisotto; Jennifer Anne,0,1,20,20
1696936562556,CAT 125,J00,218231,Bigham; David Joseph,0,0,20,20
1696936562556,CAT 125,K00,218236,Bigham; David Joseph,0,0,20,20
1696936562556,CAT 125,L00,218339,Tosun; Adriana,0,0,20,20
1696936562556,CAT 125,M00,218351,Tosun; Adriana,0,1,20,20
1696936562556,CAT 125,N00,218360,Irwin; Matthew Joseph,0,1,20,20
1696936562556,CAT 125,O00,290139,Irwin; Matthew Joseph,0,1,20,20
1696936562556,CAT 125,P00,290130,Irwin; Matthew Joseph,0,0,20,20
1696936562556,CAT 125,Q00,290138,Marchisotto; Jennifer Anne,0,0,20,20
1696936562556,CAT 125,R00,298122,Marchisotto; Jennifer Anne,0,2,20,20
1696936562992,CAT 125R,A00,218371,Tosun; Adriana,0,2,20,20
1696936562992,CAT 125R,B00,218400,Hyland; Tina Mae,0,2,20,20
1696936562992,CAT 125R,C00,218402,Hyland; Tina Mae,0,2,20,20
1696936562992,CAT 125R,D00,218416,Smith; Lauryn Alissa,0,2,19,19
1696936562992,CAT 125R,E00,218418,Smith; Lauryn Alissa,0,3,19,19
1696936562992,CAT 125R,F00,218419,Smith; Lauryn Alissa,0,1,20,20
1696936562992,CAT 125R,G00,295583,Hyland; Tina Mae,0,1,20,20
1696936563477,CAT 200,A00,295847,Popko; Elizabeth Ashley,13,0,20,7
1696936563902,CCS 101,A00,343376,Polonik; Pascal,7,0,30,23
1696936564328,CCS 197,001,362815,Forman; Fonna,9998,0,9999,1
1696936564766,CENG 4,A01,205914,Drews; Aaron,26,0,36,10
1696936564766,CENG 4,A02,205964,Drews; Aaron,3,0,36,33
1696936564766,CENG 4,A03,205975,Drews; Aaron,0,0,36,36
1696936564766,CENG 4,B01,205977,Bae; Jinhye,0,0,36,36
1696936565192,CENG 15R,A00,205987,Lubarda; Vlado,26,0,130,104
1696936565618,CENG 100,A00,205988,Powell; Alyssa,9,0,70,61
1696936565618,CENG 100,B00,205989,Powell; Alyssa,0,2,50,50
1696936566047,CENG 101A,A00,205990,Bae; Jinhye,5,0,150,145
1696936566473,CENG 113,A00,300054,Li; Wan-Lu,23,0,35,12
1696936566903,CENG 114,A00,205991,Jahed Motlagh; Zeinab,2,0,22,20
1696936567333,CENG 120,A00,206006,Li; Yanran,41,0,140,99
1696936567764,CENG 122,A00,206007,Powell; Alyssa,42,0,140,98
1696936568193,CENG 170,A01,206014,Drews; Aaron,0,0,30,30
1696936568193,CENG 170,A02,206015,Drews; Aaron,0,0,30,30
1696936568193,CENG 170,A03,206016,Drews; Aaron,22,0,30,8
1696936568620,CENG 175,A00,206017,Steinmetz; Nicole F,0,2,35,35
1696936569050,CENG 205,A00,274031,Jahed Motlagh; Zeinab,37,0,75,38
1696936569476,CENG 210A,A00,206031,Shah; Nisarg,30,0,48,18
1696936569901,CENG 211,A00,206034,Sirbuly; Donald,11,0,20,9
1696936570325,CENG 221A,A00,206037,Liu; Ping,32,0,50,18
1696936570753,CGS 2A,A01,205450,Martin Sandino; Amanda Maria Yoland,0,1,28,28
1696936570753,CGS 2A,A02,205451,Martin Sandino; Amanda Maria Yoland,0,1,28,28
1696936570753,CGS 2A,A03,205464,Martin Sandino; Amanda Maria Yoland,0,1,28,28
1696936570753,CGS 2A,A04,205472,Martin Sandino; Amanda Maria Yoland,0,1,28,28
1696936571184,CGS 100A,A00,205484,Perez; Roy,9,0,40,31
1696936571617,CGS 106,A00,205492,Whitley; Leila Marie,0,4,43,43
1696936573318,CGS 113,A00,205552,Martin Sandino; Amanda Maria Yoland,0,2,20,20
1696936573748,CGS 121,A00,205572,Whitley; Leila Marie,9,0,20,11
1696936574603,CGS 130,A00,205594,Martin Sandino; Amanda Maria Yoland,1,0,16,15
1696936575455,CGS 187,A00,205626,Perez; Roy,4,0,18,14
1696936575882,CGS 190,A00,205720,Taylor-Garcia; Daphne,0,0,3,3
1696936576313,CHEM 4,A01,260273,Bussey; Thomas J,0,0,40,40
1696936576313,CHEM 4,A02,260280,Bussey; Thomas J,0,1,40,40
1696936576313,CHEM 4,A03,260281,Bussey; Thomas J,0,0,40,40
1696936576313,CHEM 4,A04,260304,Bussey; Thomas J,0,0,40,40
1696936576313,CHEM 4,A05,260428,Bussey; Thomas J,0,0,40,40
1696936576313,CHEM 4,A06,260429,Bussey; Thomas J,1,0,40,39
1696936576313,CHEM 4,B01,260525,Bussey; Thomas J,0,0,40,40
1696936576313,CHEM 4,B02,260530,Bussey; Thomas J,0,0,40,40
1696936576313,CHEM 4,B03,260532,Bussey; Thomas J,0,2,40,40
1696936576313,CHEM 4,B06,260535,Bussey; Thomas J,0,1,40,40
1696936576313,CHEM 4,B07,260536,Bussey; Thomas J,0,0,40,40
1696936576313,CHEM 4,B08,260537,Bussey; Thomas J,0,1,40,40
1696936576761,CHEM 6A,A01,260793,Leigh; Brian,1,0,40,39
1696936576761,CHEM 6A,A02,260794,Leigh; Brian,0,0,40,40
1696936576761,CHEM 6A,A04,260801,Leigh; Brian,0,0,40,40
1696936576761,CHEM 6A,A05,260802,Leigh; Brian,0,1,40,40
1696936576761,CHEM 6A,A06,260803,Leigh; Brian,0,0,40,40
1696936576761,CHEM 6A,A07,260809,Leigh; Brian,0,0,40,40
1696936576761,CHEM 6A,A08,260810,Leigh; Brian,0,0,40,40
1696936576761,CHEM 6A,A09,260811,Leigh; Brian,0,0,40,40
1696936576761,CHEM 6A,B01,260999,Schurmeier; Kimberly,0,1,40,40
1696936576761,CHEM 6A,B02,261000,Schurmeier; Kimberly,0,1,40,40
1696936576761,CHEM 6A,B03,261001,Schurmeier; Kimberly,0,0,40,40
1696936576761,CHEM 6A,B04,261004,Schurmeier; Kimberly,1,0,40,39
1696936576761,CHEM 6A,B05,261005,Schurmeier; Kimberly,0,0,40,40
1696936576761,CHEM 6A,B06,261006,Schurmeier; Kimberly,0,0,40,40
1696936576761,CHEM 6A,B07,261007,Schurmeier; Kimberly,1,0,40,39
1696936576761,CHEM 6A,B08,261008,Schurmeier; Kimberly,9,0,40,31
1696936576761,CHEM 6A,C01,261089,Schurmeier; Kimberly,0,0,40,40
1696936576761,CHEM 6A,C02,261090,Schurmeier; Kimberly,0,0,40,40
1696936576761,CHEM 6A,C03,261091,Schurmeier; Kimberly,0,0,40,40
1696936576761,CHEM 6A,C04,261092,Schurmeier; Kimberly,0,0,40,40
1696936576761,CHEM 6A,C05,261093,Schurmeier; Kimberly,1,0,40,39
1696936576761,CHEM 6A,C06,261095,Schurmeier; Kimberly,0,0,40,40
1696936576761,CHEM 6A,C07,261097,Schurmeier; Kimberly,0,0,40,40
1696936576761,CHEM 6A,C08,261101,Schurmeier; Kimberly,0,0,40,40
1696936576761,CHEM 6A,D01,261402,Zid; Brian M,0,7,40,40
1696936576761,CHEM 6A,D02,261403,Zid; Brian M,0,6,40,40
1696936576761,CHEM 6A,D03,261419,Zid; Brian M,0,5,40,40
1696936576761,CHEM 6A,D05,261421,Zid; Brian M,0,6,40,40
1696936576761,CHEM 6A,D06,261422,Zid; Brian M,0,6,40,40
1696936576761,CHEM 6A,D07,261431,Zid; Brian M,0,5,40,40
1696936576761,CHEM 6A,D08,261432,Zid; Brian M,0,5,40,40
1696936576761,CHEM 6A,D09,261433,Zid; Brian M,0,4,40,40
1696936576761,CHEM 6A,E01,261379,Brydges; Stacey,0,1,40,40
1696936576761,CHEM 6A,E02,261380,Brydges; Stacey,0,1,44,44
1696936576761,CHEM 6A,E03,261381,Brydges; Stacey,0,0,43,43
1696936576761,CHEM 6A,E04,261382,Brydges; Stacey,0,0,43,43
1696936576761,CHEM 6A,E05,261388,Brydges; Stacey,0,1,40,40
1696936576761,CHEM 6A,E06,261389,Brydges; Stacey,0,1,44,44
1696936576761,CHEM 6A,E07,261395,Brydges; Stacey,0,1,43,43
1696936576761,CHEM 6A,E09,261400,Brydges; Stacey,0,2,40,40
1696936576761,CHEM 6A,F01,261434,Brydges; Stacey,0,3,40,40
1696936576761,CHEM 6A,F02,261435,Brydges; Stacey,0,1,40,40
1696936576761,CHEM 6A,F03,261436,Brydges; Stacey,0,0,40,40
1696936576761,CHEM 6A,F04,261437,Brydges; Stacey,0,2,40,40
1696936576761,CHEM 6A,F05,261438,Brydges; Stacey,0,1,43,43
1696936576761,CHEM 6A,F06,261447,Brydges; Stacey,0,1,40,40
1696936576761,CHEM 6A,F07,261451,Brydges; Stacey,0,1,40,40
1696936576761,CHEM 6A,F08,261455,Brydges; Stacey,0,3,40,40
1696936576761,CHEM 6A,G01,261459,Stallings; Dontarie M,0,2,40,40
1696936576761,CHEM 6A,G02,261465,Stallings; Dontarie M,0,1,40,40
1696936576761,CHEM 6A,G03,261466,Stallings; Dontarie M,0,1,40,40
1696936576761,CHEM 6A,G04,261467,Stallings; Dontarie M,0,0,40,40
1696936576761,CHEM 6A,G05,261468,Stallings; Dontarie M,0,1,40,40
1696936576761,CHEM 6A,G06,261469,Stallings; Dontarie M,0,0,40,40
1696936576761,CHEM 6A,G07,261470,Stallings; Dontarie M,0,0,40,40
1696936576761,CHEM 6A,G08,261471,Stallings; Dontarie M,0,0,40,40
1696936576761,CHEM 6A,H01,261473,Stallings; Dontarie M,1,0,40,39
1696936576761,CHEM 6A,H02,261474,Stallings; Dontarie M,0,0,40,40
1696936576761,CHEM 6A,H03,261475,Stallings; Dontarie M,0,2,42,42
1696936576761,CHEM 6A,H04,261476,Stallings; Dontarie M,0,0,43,43
1696936576761,CHEM 6A,H05,261477,Stallings; Dontarie M,0,1,42,42
1696936576761,CHEM 6A,H06,261478,Stallings; Dontarie M,0,0,43,43
1696936576761,CHEM 6A,H08,261480,Stallings; Dontarie M,0,1,40,40
1696936576761,CHEM 6A,H09,261481,Stallings; Dontarie M,0,1,40,40
1696936577190,CHEM 6AH,A01,260812,Paesani; Francesco,2,0,40,38
1696936577190,CHEM 6AH,A02,260814,Paesani; Francesco,0,0,41,41
