time,enrolled,available,waitlisted,total
2023-05-25T01:20:03,0,104,0,104
2023-05-25T01:31:39,0,104,0,104
2023-05-25T01:43:24,0,104,0,104
2023-05-25T01:54:59,0,104,0,104
2023-05-25T02:06:34,0,104,0,104
2023-05-25T02:18:11,0,104,0,104
2023-05-25T02:29:46,0,104,0,104
2023-05-25T02:41:20,0,104,0,104
2023-05-25T02:52:53,0,104,0,104
2023-05-25T03:04:26,0,104,0,104
2023-05-25T03:16:04,0,104,0,104
2023-05-25T03:28:03,0,104,0,104
2023-05-25T03:39:40,0,104,0,104
2023-05-25T03:51:15,0,104,0,104
2023-05-25T04:02:51,0,104,0,104
2023-05-25T04:22:38,0,104,0,104
2023-05-25T04:34:15,0,104,0,104
2023-05-25T04:45:51,0,104,0,104
2023-05-25T04:57:27,0,104,0,104
2023-05-25T05:09:04,0,104,0,104
2023-05-25T05:20:40,0,104,0,104
2023-05-25T05:32:17,0,104,0,104
2023-05-25T05:43:53,0,104,0,104
2023-05-25T05:55:29,0,104,0,104
2023-05-25T06:07:05,0,104,0,104
2023-05-25T06:18:41,0,104,0,104
2023-05-25T06:30:15,0,104,0,104
2023-05-25T06:41:50,0,104,0,104
2023-05-25T06:53:26,0,104,0,104
2023-05-25T07:05:01,0,104,0,104
2023-05-25T07:16:36,0,104,0,104
2023-05-25T07:28:10,0,104,0,104
2023-05-25T07:39:47,0,104,0,104
2023-05-25T07:51:22,0,104,0,104
2023-05-25T08:02:57,0,104,0,104
2023-05-25T08:14:31,0,104,0,104
2023-05-25T08:26:16,0,104,0,104
2023-05-25T08:37:49,0,104,0,104
2023-05-25T08:49:22,0,104,0,104
2023-05-25T09:00:55,0,104,0,104
2023-05-25T09:12:28,0,104,0,104
2023-05-25T09:24:01,0,104,0,104
2023-05-25T09:35:33,0,104,0,104
2023-05-25T09:47:06,0,104,0,104
2023-05-25T09:58:39,0,104,0,104
2023-05-25T10:10:24,0,104,0,104
2023-05-25T10:21:57,0,104,0,104
2023-05-25T10:33:30,0,104,0,104
2023-05-25T10:45:02,0,104,0,104
2023-05-25T10:56:45,0,104,0,104
2023-05-25T11:08:17,0,104,0,104
2023-05-25T11:19:50,0,104,0,104
2023-05-25T11:31:23,0,104,0,104
2023-05-25T11:42:55,0,104,0,104
2023-05-25T11:54:29,0,104,0,104
2023-05-25T12:06:13,0,104,0,104
2023-05-25T12:17:46,0,104,0,104
2023-05-25T12:29:18,0,104,0,104
2023-05-25T12:40:51,0,104,0,104
2023-05-25T12:52:24,0,104,0,104
2023-05-25T13:04:07,0,104,0,104
2023-05-25T13:15:40,0,104,0,104
2023-05-25T13:27:13,0,104,0,104
2023-05-25T13:38:46,0,104,0,104
2023-05-25T13:50:19,0,104,0,104
2023-05-25T14:02:03,0,104,0,104
2023-05-25T14:13:37,0,104,0,104
2023-05-25T14:25:10,0,104,0,104
2023-05-25T14:36:43,0,104,0,104
2023-05-25T14:48:16,0,104,0,104
2023-05-25T15:00:00,0,104,0,104
2023-05-25T15:11:34,0,104,0,104
2023-05-25T15:23:08,0,104,0,104
2023-05-25T15:34:43,0,104,0,104
2023-05-25T15:46:18,0,104,0,104
2023-05-25T15:57:52,0,104,0,104
2023-05-25T16:09:37,0,104,0,104
2023-05-25T16:21:12,0,104,0,104
2023-05-25T16:32:47,0,104,0,104
2023-05-25T16:44:22,0,104,0,104
2023-05-25T16:55:58,0,104,0,104
2023-05-25T17:07:34,0,104,0,104
2023-05-25T17:19:22,0,104,0,104
2023-05-25T17:30:57,0,104,0,104
2023-05-25T17:42:33,0,104,0,104
2023-05-25T17:54:09,0,104,0,104
2023-05-25T18:05:45,0,104,0,104
2023-05-25T18:17:21,0,104,0,104
2023-05-25T18:28:57,0,104,0,104
2023-05-25T18:40:42,0,104,0,104
2023-05-25T18:52:18,0,104,0,104
2023-05-25T19:03:54,0,104,0,104
2023-05-25T19:15:30,0,104,0,104
2023-05-25T19:27:06,0,104,0,104
2023-05-25T19:38:41,0,104,0,104
2023-05-25T19:50:18,0,104,0,104
2023-05-25T20:02:03,0,104,0,104
2023-05-25T20:13:39,0,104,0,104
2023-05-25T20:25:15,0,104,0,104
2023-05-25T20:36:51,0,104,0,104
2023-05-25T20:48:26,0,104,0,104
2023-05-25T21:00:02,0,104,0,104
2023-05-25T21:11:38,0,104,0,104
2023-05-25T21:23:25,0,104,0,104
2023-05-25T21:35:00,0,104,0,104
2023-05-25T21:46:36,0,104,0,104
2023-05-25T21:58:12,0,104,0,104
2023-05-25T22:09:47,0,104,0,104
2023-05-25T22:21:22,0,104,0,104
2023-05-25T22:32:58,0,104,0,104
2023-05-25T22:44:44,0,104,0,104
2023-05-25T22:56:19,0,104,0,104
2023-05-25T23:07:58,0,104,0,104
2023-05-25T23:19:33,0,104,0,104
2023-05-25T23:31:09,0,104,0,104
2023-05-25T23:42:45,0,104,0,104
2023-05-25T23:54:22,0,104,0,104
2023-05-26T00:06:17,0,104,0,104
2023-05-26T00:17:57,0,104,0,104
2023-05-26T00:29:36,0,104,0,104
2023-05-26T00:41:15,0,104,0,104
2023-05-26T00:52:54,0,104,0,104
2023-05-26T01:04:34,0,104,0,104
2023-05-26T01:16:12,0,104,0,104
2023-05-26T01:27:50,0,104,0,104
2023-05-26T01:39:28,0,104,0,104
2023-05-26T01:51:16,0,104,0,104
2023-05-26T02:02:58,0,104,0,104
2023-05-26T02:14:36,0,104,0,104
2023-05-26T02:26:13,0,104,0,104
2023-05-26T02:37:52,0,104,0,104
2023-05-26T02:49:41,0,104,0,104
2023-05-26T03:01:22,0,104,0,104
2023-05-26T03:13:01,0,104,0,104
2023-05-26T03:24:42,0,104,0,104
2023-05-26T03:36:20,0,104,0,104
2023-05-26T03:47:59,0,104,0,104
2023-05-26T03:59:37,0,104,0,104
2023-05-26T04:11:26,0,104,0,104
2023-05-26T04:33:26,0,104,0,104
2023-05-26T04:45:30,0,104,0,104
2023-05-26T04:57:10,0,104,0,104
2023-05-26T05:08:52,0,104,0,104
2023-05-26T05:20:32,0,104,0,104
2023-05-26T05:32:10,0,104,0,104
2023-05-26T05:43:49,0,104,0,104
2023-05-26T05:55:28,0,104,0,104
2023-05-26T06:07:06,0,104,0,104
2023-05-26T06:18:46,0,104,0,104
2023-05-26T06:30:25,0,104,0,104
2023-05-26T06:42:03,0,104,0,104
2023-05-26T06:53:42,0,104,0,104
2023-05-26T07:05:20,0,104,0,104
2023-05-26T07:16:58,0,104,0,104
2023-05-26T07:28:37,0,104,0,104
2023-05-26T07:40:22,0,104,0,104
2023-05-26T07:52:00,0,104,0,104
2023-05-26T08:03:36,0,104,0,104
2023-05-26T08:15:12,0,104,0,104
2023-05-26T08:26:48,0,104,0,104
2023-05-26T08:38:24,0,104,0,104
2023-05-26T08:50:01,0,104,0,104
2023-05-26T09:01:36,0,104,0,104
2023-05-26T09:13:13,0,104,0,104
2023-05-26T09:24:49,0,104,0,104
2023-05-26T09:36:36,0,104,0,104
2023-05-26T09:48:12,0,104,0,104
2023-05-26T09:59:48,1,103,0,104
2023-05-26T10:11:25,1,103,0,104
2023-05-26T10:23:01,1,103,0,104
2023-05-26T10:34:38,1,103,0,104
2023-05-26T10:46:25,1,103,0,104
2023-05-26T10:58:02,2,102,0,104
2023-05-26T11:09:38,2,102,0,104
2023-05-26T11:21:15,2,102,0,104
2023-05-26T11:32:51,2,102,0,104
2023-05-26T11:44:38,2,102,0,104
2023-05-26T11:56:13,2,102,0,104
2023-05-26T12:07:50,3,101,0,104
2023-05-26T12:19:26,3,101,0,104
2023-05-26T12:31:02,3,101,0,104
2023-05-26T12:42:49,3,101,0,104
2023-05-26T12:54:25,3,101,0,104
2023-05-26T13:06:01,3,101,0,104
2023-05-26T13:17:37,4,100,0,104
2023-05-26T13:29:23,4,100,0,104
2023-05-26T13:40:59,5,99,0,104
2023-05-26T13:52:35,8,96,0,104
2023-05-26T14:04:11,9,95,0,104
2023-05-26T14:15:47,10,94,0,104
2023-05-26T14:27:33,10,94,0,104
2023-05-26T14:39:10,10,94,0,104
2023-05-26T14:50:46,10,94,0,104
2023-05-26T15:02:22,10,94,0,104
2023-05-26T15:14:00,10,94,0,104
2023-05-26T15:25:47,10,94,0,104
2023-05-26T15:37:22,10,94,0,104
2023-05-26T15:48:58,10,94,0,104
2023-05-26T16:00:34,10,94,0,104
2023-05-26T16:12:10,10,94,0,104
2023-05-26T16:23:46,10,94,0,104
2023-05-26T16:35:31,10,94,0,104
2023-05-26T16:47:07,10,94,0,104
2023-05-26T16:58:43,10,94,0,104
2023-05-26T17:10:19,10,94,0,104
2023-05-26T17:21:56,10,94,0,104
2023-05-26T17:33:31,10,94,0,104
2023-05-26T17:45:17,10,94,0,104
2023-05-26T17:56:52,10,94,0,104
2023-05-26T18:08:28,10,94,0,104
2023-05-26T18:20:04,10,94,0,104
2023-05-26T18:31:40,10,94,0,104
2023-05-26T18:43:15,11,93,0,104
2023-05-26T18:55:01,11,93,0,104
2023-05-26T19:06:37,11,93,0,104
2023-05-26T19:18:14,12,92,0,104
2023-05-26T19:29:50,12,92,0,104
2023-05-26T19:41:25,12,92,0,104
2023-05-26T19:53:01,12,92,0,104
2023-05-26T20:04:37,12,92,0,104
2023-05-26T20:16:22,12,92,0,104
2023-05-26T20:27:58,12,92,0,104
2023-05-26T20:39:33,12,92,0,104
2023-05-26T20:51:09,12,92,0,104
2023-05-26T21:02:44,12,92,0,104
2023-05-26T21:14:21,12,92,0,104
2023-05-26T21:25:57,12,92,0,104
2023-05-26T21:37:33,12,92,0,104
2023-05-26T21:49:19,12,92,0,104
2023-05-26T22:00:56,12,92,0,104
2023-05-26T22:12:31,12,92,0,104
2023-05-26T22:24:07,12,92,0,104
2023-05-26T22:35:44,12,92,0,104
2023-05-26T22:47:20,12,92,0,104
2023-05-26T22:58:55,12,92,0,104
2023-05-26T23:10:44,12,92,0,104
2023-05-26T23:22:20,12,92,0,104
2023-05-26T23:33:57,12,92,0,104
2023-05-26T23:45:34,12,92,0,104
2023-05-26T23:57:09,12,92,0,104
2023-05-27T00:08:47,12,92,0,104
2023-05-27T00:20:28,12,92,0,104
2023-05-27T00:32:06,12,92,0,104
2023-05-27T00:43:45,12,92,0,104
2023-05-27T00:55:24,12,92,0,104
2023-05-27T01:07:03,12,92,0,104
2023-05-27T01:18:52,12,92,0,104
2023-05-27T01:30:31,12,92,0,104
2023-05-27T01:42:10,12,92,0,104
2023-05-27T01:53:49,12,92,0,104
2023-05-27T02:05:27,12,92,0,104
2023-05-27T02:17:05,12,92,0,104
2023-05-27T02:28:42,12,92,0,104
2023-05-27T02:40:19,12,92,0,104
2023-05-27T02:51:55,12,92,0,104
2023-05-27T03:03:31,12,92,0,104
2023-05-27T03:15:09,12,92,0,104
2023-05-27T03:26:47,12,92,0,104
2023-05-27T03:38:24,12,92,0,104
2023-05-27T03:50:02,12,92,0,104
2023-05-27T04:01:41,12,92,0,104
2023-05-27T04:13:34,12,92,0,104
2023-05-27T04:35:05,12,92,0,104
2023-05-27T04:48:06,12,92,0,104
2023-05-27T04:59:46,12,92,0,104
2023-05-27T05:11:24,12,92,0,104
2023-05-27T05:23:04,12,92,0,104
